0.001, 1.000, 0.870, 1.0, 1.0, 1e+06, 0.114, 0.114, 1.3697e+05, 1.2124e+04, 1.4482e+26, 0.9872, 3.964e+22, 2.846e+19, 1.619e+16
0.001, 1.000, 0.870, 3.0, 3.1, 1e+06, 0.114, 0.114, 1.2328e+06, 1.0912e+05, 1.3034e+27, 0.4845, 3.829e+23, 4.097e+21, 8.739e+19
0.001, 1.000, 0.870, 5.0, 5.2, 1e+06, 0.114, 0.114, 3.4243e+06, 3.0310e+05, 3.6204e+27, 0.4675, 8.026e+23, 8.962e+21, 7.984e+19
0.001, 1.000, 0.870, 7.5, 7.9, 1e+06, 0.114, 0.114, 7.7047e+06, 6.8197e+05, 8.1460e+27, 0.4456, 1.372e+24, 2.871e+22, 2.16e+20
0.001, 1.000, 0.870, 8.0, 8.4, 1e+06, 0.114, 0.114, 8.7663e+06, 7.7593e+05, 9.2683e+27, 0.4408, 1.452e+24, 2.294e+22, nan
0.001, 1.000, 0.870, 10.0, 10.5, 1e+06, 0.114, 0.114, 1.3697e+07, 1.2124e+06, 1.4482e+28, 0.4192, 1.939e+24, 3.081e+22, 4.183e+20
0.001, 1.000, 0.870, 12.0, 12.6, 1e+06, 0.114, 0.114, 1.9724e+07, 1.7458e+06, 2.0854e+28, 0.3888, 2.701e+24, 3.988e+22, 5.42e+20
0.001, 1.000, 0.870, 15.0, 15.7, 1e+06, 0.114, 0.114, 3.0819e+07, 2.7279e+06, 3.2584e+28, 0.3535, 3.557e+24, 7.185e+22, 1.031e+21
0.010, 0.001, 0.000, 1.0, 2.2, 1e+06, 0.245, 0.025, 2.3180e+03, 2.3180e+03, 1.3858e+26, 1.0000, 4.778e+20, 7.434e+18, 1024
0.010, 0.001, 0.000, 3.0, 6.5, 1e+06, 0.245, 0.025, 2.0862e+04, 2.0862e+04, 1.2472e+27, 0.9995, 2.747e+22, 1.467e+21, 8.29e+04
0.010, 0.001, 0.000, 5.0, 10.8, 1e+06, 0.245, 0.025, 5.7949e+04, 5.7949e+04, 3.4644e+27, 0.9985, 8.922e+22, 8.617e+21, 2.116e+12
0.010, 0.001, 0.000, 7.5, 16.2, 1e+06, 0.245, 0.025, 1.3039e+05, 1.3039e+05, 7.7949e+27, 0.9960, 2.432e+23, 3.461e+22, 1.461e+13
